Gene_name	mRNA_peak_zone	mRNA_center_of_mass_0_1_scaled	Proteim_coefficient_of_variation_mean	Proteim_coefficient_of_variation_median
Sdf4	2	0.422461170848268	0.303649458253496	0.284372232647814
Sdha	2	0.349031855090568	0.0645256424933839	0.0637987510067117
Sdhaf1	1	0.253333333333333	0.97767090063074	1
Sdhb	2	0.356399437412096	0.169135454662461	0.123853508427953
Sdsl	1	0.225531914893617	1	1
Sec11a	1	0.296296296296296	0.393768343426296	0.404598878963789
Sec13	2	0.437566137566138	0.230242805356731	0.209027722148991
Sec14l2	3	0.509076682316119	0.262177511802787	0.247127578898685
Sec16a	3	0.557201646090535	0.3086180518389	0.256899278352689
Sec16b	4	0.542953020134228	0.214862775870483	0.208851688897463
Sec22b	3	0.516927083333333	0.0853904580700437	0.0893418252861685
Sec23a	3	0.475634127594158	0.129329514544639	0.130584340664671
Sec23b	2	0.42183908045977	0.16248290896368	0.173845871151073
Sec23ip	2	0.429577464788732	0.933012701892219	0.933012701892219
Sec24a	5	0.50325	0.211340736431844	0.213270938322913
Sec31a	3	0.458813413585555	0.143441212798016	0.144025400431866
Sec61a1	1	0.426794258373206	0.0732598515204242	0.0584449126282259
Sec61b	1	0.235209235209235	0.0591696372649961	0.0573609224186916
Sec61g	1	0.316287215411559	0.213797865364056	0.208932970302302
Sec62	2	0.45766590389016	0.485650189104518	0.447041683475417
Sec63	1	0.412878787878788	0.165143431706979	0.131149912458285
Seh1l	1	0.351304347826087	0.581416551790856	0.471688389102775
Sel1l	1	0.398574821852732	0.244077544582188	0.200014502478447
Selenbp1	3	0.317391304347826	0.123520348563493	0.108611650480379
Sema3b	4	0.591111111111111	0.95534180126148	1
Sema4b	5	0.566901408450704	0.97767090063074	1
Sep15	1	0.353818827708703	0.354202866837258	0.351635917188683
Sephs1	2	0.402857142857143	0.440541316257641	0.398410828528114
Sephs2	2	0.337841043890866	0.665234575072833	0.599719630095456
Sepsecs	5	0.4859375	0.315178701761624	0.356472835364789
Sept11	1	0.182857142857143	0.141025124707541	0.136808639205727
Sept5	5	0.534246575342466	0.126224079171814	0.0965545871913635
Sept7	2	0.524923076923077	0.167138751106784	0.191483433860474
Sept9	4	0.426666666666667	0.142019705417562	0.0984224935430254
Serbp1	1	0.283582089552239	0.122812112367572	0.112448494939403
Serhl	1	0.383030303030303	0.139159466725935	0.0789605327951138
Serpinb1a	6	0.792381302907619	0.115749935485696	0.123147797651776
Serpinc1	3	0.586666666666667	0.702947145256277	0.688720018059263
Set	1	0.28655462184874	0.140509989813771	0.131472597223062
Sf1	2	0.477551020408163	0.282916388258947	0.237899109542297
Sf3a1	1	0.403921568627451	0.093600357304697	0.0772822053529604
Sf3a2	3	0.428571428571429	0.395557095773143	0.396929909314265
Sf3a3	3	0.378947368421053	0.222922145672359	0.186726809939947
Sf3b1	1	0.482278481012658	0.105101596265037	0.107801475844247
Sf3b3	3	0.418518518518519	0.0825418756230348	0.0727802086252066
Sf3b4	3	0.407792207792208	0.236984294686326	0.209327240796446
Sfn	6	0.843683296103252	0.0736669430938198	0.0834425847491202
Sfpq	1	0.412121212121212	0.0778203671659689	0.0833015136012548
Sfxn1	3	0.335945945945946	0.14055234348304	0.129840386032023
Sfxn3	5	0.728	0.480539854678274	0.362378457589233
Sgpl1	3	0.481057810578106	0.0583349881091795	0.0673100182895816
Sgta	3	0.481081081081081	0.407130447837908	0.303354449965071
Sh3bgrl	3	0.452262773722628	0.299185988824331	0.254562320216438
Sh3bgrl3	1	0.417744916820702	0.38232526912391	0.416295832532574
Sh3gl1	6	0.588157894736842	0.491739205568501	0.428438571194187
Sh3glb1	6	0.525671321160043	0.16436515001336	0.155802056191543
Shkbp1	6	0.594074074074074	0.735972752720504	0.794139286303261
Shmt1	1	0.255555555555555	0.179251275279453	0.156037141769518
Shmt2	1	0.290909090909091	0.180036042702395	0.198103496771018
Shpk	3	0.351282051282051	0.40570139430497	0.372861439318271
Shroom3	6	0.558579881656805	1	1
Siae	2	0.460215053763441	0.292299699131257	0.225241172870672
Sigirr	5	0.536633663366337	0.181203216289334	0.136742057475622
Sipa1l3	5	0.552144469525959	0.784752420731008	0.745808658957699
Sirt2	3	0.501369863013699	0.779209680349338	0.743330010736169
Skiv2l2	1	0.393333333333333	0.146371432036499	0.121983684198611
Slc12a2	1	0.475862068965517	0.344686400500569	0.308978432992595
Slc12a6	2	0.470588235294118	1	1
Slc12a7	3	0.422073578595318	0.240299650854237	0.252007264581571
Slc13a2	2	0.467682926829268	0.217351874057116	0.14595215071845
Slc15a1	5	0.582822702159719	0.215948670122101	0.167306735472389
Slc16a1	1	0.296216216216216	0.0773459274118901	0.0551801445690659
Slc16a10	2	0.396649916247906	0.225516487163677	0.100805940199314
Slc16a3	6	0.709148264984227	0.647408060454336	0.435628037456641
Slc1a5	6	0.633333333333333	1	1
Slc22a18	2	0.428880866425993	0.273053842393714	0.301287541196862
Slc25a1	4	0.477317554240631	0.168297905099325	0.134342438411744
Slc25a10	3	0.470640834575261	0.141477445998217	0.129871241774792
Slc25a11	2	0.374959871589085	0.0839152869769735	0.0745539597994974
Slc25a12	1	0.2	0.449249872972163	0.432915703129541
Slc25a13	2	0.354285714285714	0.176053149145034	0.174789997702655
Slc25a15	3	0.35168776371308	0.0874836536594816	0.0924067206785726
Slc25a20	3	0.447491638795987	0.175977487311859	0.153295869702732
Slc25a22	6	0.765625	0.220117201162424	0.189632390432586
Slc25a24	1	0.436261682242991	0.0930433454386674	0.0915570226153249
Slc25a25	6	0.751648351648352	0.54152841263305	0.35356356048038
Slc25a3	2	0.403348050036792	0.0935741907502906	0.100592013155395
Slc25a45	2	0.401799485861183	0.172246188583275	0.123869054402883
Slc25a5	2	0.394655965547617	0.127563327763997	0.131335950891507
Slc26a2	4	0.481226053639847	0.65561115020965	0.655252370322676
Slc26a6	5	0.505835010060362	0.128772870942824	0.0725715181259751
Slc27a2	3	0.36794425087108	0.138370947744458	0.134473478440232
Slc27a4	5	0.606862745098039	0.130842928516187	0.0989298767538716
Slc28a2	6	0.969609028617493	0.47451497458365	0.453959120921831
Slc2a2	2	0.373092698933552	0.215235573420211	0.166182448715758
Slc30a5	3	0.384030418250951	0.23577159922667	0.193153001818146
Slc30a7	2	0.413084112149533	0.631358959638522	0.580519532179706
Slc33a1	1	0.361194029850746	0.193684985478037	0.208418870652854
Slc34a2	5	0.699420476497102	0.309121722936995	0.21221961744818
Slc35a1	1	0.304761904761905	1	1
Slc35f2	2	0.355156950672646	0.602525652888293	0.458577357577093
Slc35g1	3	0.326194398682043	0.600575750403356	0.400243062287371
Slc38a10	4	0.530909090909091	0.49162222954659	0.4738088274499
Slc39a11	1	0.300952380952381	0.268582005655694	0.179120214365792
Slc39a14	2	0.373333333333333	0.735113444123473	0.654455036771612
Slc39a4	4	0.498605830164766	0.675450070928206	0.611799319021367
Slc39a5	1	0.269216061185468	1	1
Slc3a1	5	0.602821869488536	0.159668094671482	0.102754277083671
Slc3a2	3	0.394965675057208	0.0780151468657595	0.0703573803421665
Slc43a2	3	0.383564091112104	0.271586673076287	0.248023018683662
Slc44a1	6	0.535456475583864	0.555900358947349	0.416893192370583
Slc4a2	1	0.450246305418719	0.441700962126755	0.424673125712689
Slc4a4	2	0.392057761732852	0.538707852498119	0.538373506535434
Slc4a7	3	0.357912457912458	0.292641613424507	0.259320298699008
Slc51b	3	0.425423728813559	0.296912779380941	0.305344337246051
Slc52a2	5	0.495855855855856	0.704524111720199	0.594516470866163
Slc52a3	3	0.458461538461538	0.183520879172716	0.134498881579537
Slc5a1	3	0.456934602146183	0.0821721418679837	0.070160274379321
Slc5a11	2	0.369230769230769	0.304936146502181	0.170459310067971
Slc5a9	4	0.491851851851852	0.414254097923057	0.257046981391615
Slc6a19	5	0.626896112173359	0.223184116916779	0.148615059796389
Slc6a8	6	0.661936820300362	1	1
Slc7a1	1	0.130769230769231	1	1
Slc7a5	1	NaN	0.97767090063074	1
Slc7a7	2	0.412729026036644	0.144303741450994	0.0894710407092586
Slc7a8	2	0.301655629139073	0.186202017766949	0.104771975437589
Slc9a1	4	0.45952380952381	0.445341329650363	0.456187016752973
Slc9a3	3	0.47	0.193054935380925	0.188798906734323
Slc9a3r1	5	0.571109428246876	0.110793128921403	0.116977319815139
Slirp	1	0.305168539325843	0.721714326731889	0.678014151626058
Slk	1	0.466086956521739	0.275505642954829	0.313838329285352
Slmap	1	0.470790378006873	0.548247059407433	0.466540643231858
Sltm	1	0.417821782178218	0.253771296494509	0.253952371913816
Smap1	2	0.501341281669151	0.618364595706349	0.548877644553872
Smap2	1	0.415827338129496	1	1
Smarca4	1	0.373099415204678	0.544575073245827	0.399922293659851
Smarca5	1	0.405555555555556	0.265511469964907	0.255688275347677
Smarcb1	1	0.366666666666667	1	1
Smarcc2	5	0.508035714285714	0.274149427038886	0.280704087008578
Smarcd2	1	0.386075949367089	0.97767090063074	1
Smarce1	5	0.537984496124031	0.196661648551632	0.168062288613528
Smc1a	1	0.428888888888889	0.502181331470058	0.490952135903734
Smc2	1	0.3	0.973205080756888	1
Smc3	1	0.309090909090909	0.169218321947864	0.187201403848448
Smc4	5	0.528	0.95534180126148	1
Smc5	4	0.427272727272727	1	1
Smdt1	4	0.492048681541582	1	1
Smek1	1	0.429813664596273	0.642911347118389	0.596145885897049
Smim24	3	0.432898570833911	0.0993346207600247	0.0976806133508351
Smpd2	4	0.410035842293907	0.147031952178456	0.145454663591571
Smpdl3a	1	0.373002754820937	0.97767090063074	1
Smpdl3b	4	0.577478991596639	0.363599600281452	0.175089369504329
Smu1	2	0.422727272727273	0.183702147166171	0.170956508418538
Snap23	2	0.489380530973451	0.136188654415026	0.144262733804825
Snap29	4	0.488484848484849	0.805138286855734	0.871765136286046
Snd1	1	0.2984375	0.0728673314494261	0.073196223198709
Snf8	1	0.462721893491124	0.541428248339218	0.560751662363666
Snrnp200	4	0.482051282051282	0.0806233205602732	0.0723883341163009
Snrnp40	1	0.305	0.168654754492431	0.132920056887785
Snrnp70	1	0.482485875706215	0.726353723197443	0.633620501815925
Snrpa	1	0.36078431372549	0.134370328838879	0.112128357322477
Snrpa1	1	0.235	0.134654916455328	0.127367949254787
Snrpb	1	0.318120805369128	0.114667441935821	0.0906622459673101
Snrpb2	1	0.391011235955056	0.207965590333172	0.214071499541246
Snrpc	1	0.425641025641026	0.694959854807839	0.588556449165519
Snrpd1	1	0.316129032258065	0.548287182359752	0.543344161847709
Snrpd2	1	0.21505376344086	0.215234963411794	0.220118075305657
Snrpd3	1	0.261538461538462	0.146144532772191	0.132395437290315
Snrpe	1	0.267283950617284	0.657452160426093	0.645718457873832
Snrpf	1	0.181730769230769	0.145836944935356	0.122956472575012
Snrpg	1	0.166023166023166	0.68693704125183	0.68693704125183
Snw1	3	0.405263157894737	0.222443279780162	0.182652410083612
Snx1	1	0.5	0.107050015144366	0.110688415805274
Snx12	1	0.376623376623377	0.96650635094611	1
Snx2	1	0.474509803921569	0.233687588791496	0.201973327564321
Snx3	1	0.472305909617613	0.195340275145454	0.207069740966356
Snx4	3	0.390545454545455	0.198911430990399	0.154116382170303
Snx5	1	0.279558011049724	0.202584619932976	0.183351139463321
Snx6	1	0.316256157635468	0.792445201673813	0.795758273557801
Snx7	6	0.683203125	0.468525493543223	0.419734424592212
Snx9	3	0.508695652173913	0.113729249647645	0.106808929440568
Soat2	5	0.48371335504886	0.162046778229115	0.100162134982984
Sod1	2	0.452941176470588	0.130358250163332	0.104367158103065
Sod2	1	0.318421052631579	0.149015408762975	0.153915612561858
Son	1	0.489318600368324	0.20323981815638	0.136365671239913
Sorbs1	6	0.541666666666667	0.587130001621001	0.577580042017516
Sord	3	0.399056603773585	0.122007693155478	0.125669883566097
Sort1	1	0.280808080808081	1	1
Sowahb	6	0.570621468926554	1	1
Sp1	6	0.554	0.277528775143975	0.264505193112222
Spag9	6	0.629558541266795	1	1
Spata5	1	0.28	0.124056746964262	0.109868988269469
Spcs2	1	0.290557939914163	0.191087473199079	0.190044548139211
Spcs3	1	0.21978021978022	0.241883841438871	0.265450867190435
Sphk2	1	0.441333333333333	0.293803512034943	0.242920537705771
Spint1	6	0.619448946515397	0.288578476376262	0.27842662481576
Spint2	1	0.484986945169713	0.63195815027785	0.605986641679768
Sppl2a	5	0.581328545780969	0.97767090063074	1
Spr	1	0.346445497630332	0.0903898123255623	0.0823189855935627
Spryd4	1	0.190909090909091	0.474160621356724	0.468657762495254
Sptan1	1	0.444230769230769	0.102983797985227	0.0909777536090904
Sptbn1	3	0.500104931794334	0.0749000923172186	0.0841576227924705
Sptlc1	4	0.437426900584795	0.140348680488208	0.130205357687476
Sptlc2	5	0.529655172413793	0.195536368157927	0.145264371296588
Sqrdl	5	0.540625	0.0707570794079831	0.0589741144897763
Src	6	0.622950819672131	0.310931713682155	0.218477325263466
Sri	6	0.501440922190202	0.144284721570384	0.119270934241761
Srm	3	0.325	0.677738072757776	0.622488128238025
Srp14	1	0.316610169491525	0.702183102893722	0.698283346701962
Srp68	3	0.445283018867924	0.206795212506054	0.187171980596803
Srpk1	5	0.543362831858407	0.718889468690043	0.644789440671245
Srpr	1	0.340157480314961	0.226999265227574	0.231700833151772
Srprb	1	0.357575757575757	0.103308130937099	0.0894676111833436
Srrm1	1	0.444973544973545	0.14851740217258	0.140610749529794
Srrm2	1	0.487656033287101	0.151956500031955	0.127655445161591
Srrt	1	0.357894736842105	0.150529815790052	0.114799540305472
Srsf1	1	0.362385321100917	0.100993474187833	0.0969439869081028
Srsf10	1	0.349019607843137	0.848753782911793	0.933012701892219
Srsf2	1	0.40976800976801	0.0800790883727236	0.074294015192743
Srsf3	1	0.353707865168539	0.107916638267646	0.100733219736947
Srsf4	3	0.408988764044944	0.191917149030682	0.158605957543222
Srsf5	5	0.587900355871886	0.319845955726843	0.343687985551636
Srsf6	1	0.393308550185874	0.145337380646915	0.136784830288268
Srsf7	1	0.390055248618784	0.113816166937274	0.0858948452774481
Srxn1	6	0.623694779116466	1	1
Ssb	1	0.338461538461539	0.207823358231129	0.210547090525438
Ssbp1	1	0.301538461538462	0.0979746075790409	0.111703215719963
Ssfa2	6	0.70989010989011	0.417738885459183	0.439449443091556
Ssr1	1	0.314529914529915	0.399144144134216	0.419861507826534
Ssr3	1	0.366396761133603	0.135147775623851	0.117176130511432
Ssr4	1	0.34	0.067769098724949	0.0591411154218504
Ssrp1	1	0.375	0.493131755935831	0.396212132152883
St13	1	0.272398190045249	0.0892747214710699	0.0943405407409171
St14	6	0.679092702169625	0.209918248230342	0.170680276099276
St3gal4	5	0.524123864268496	0.194226252244775	0.172967942690363
Stard10	1	0.292083333333333	0.354006934459974	0.359618323819233
Stat1	2	0.463571428571429	0.142041740056887	0.157234109308812
Stat3	3	0.505927342256214	0.136262434058939	0.0858092047771436
Stau1	1	0.35	0.547067436157483	0.532764784104524
Steap3	1	0.16	0.96650635094611	1
Stim1	1	0.495238095238095	0.28614169618352	0.269417990528199
Stip1	1	0.324444444444444	0.0814997549370615	0.0790827793535002
Stk10	6	0.745	1	1
Stk24	6	0.546096654275093	0.299480174090134	0.215362652644273
Stk25	6	0.620315236427321	0.180474504319023	0.19677177191401
Stk38	1	0.441242937853107	0.833983966828335	1
Stk39	1	0.361904761904762	0.454976875947571	0.419286883553201
Stmn1	1	0.517857142857143	0.563142900285153	0.600175887963794
Stom	3	0.550595238095238	0.227674456709947	0.160732962974358
Stoml2	1	0.332876712328767	0.0947022853543236	0.0712034826279404
Strap	1	0.396491228070175	0.140585880921195	0.137249275873708
Strn	3	0.545454545454546	0.183416333639851	0.142689519027384
Strn3	3	0.511194029850746	0.97767090063074	1
Stt3a	1	0.38676844783715	0.114913579764349	0.111163276825472
Stt3b	1	0.294089834515366	0.220271851201322	0.197338969080415
Stub1	4	0.540263157894737	0.866025403784439	0.866025403784439
Stx12	3	0.460781476121563	0.195933540822794	0.185955234222164
Stx3	5	0.566478342749529	0.96650635094611	1
Stx7	3	0.432937685459941	0.169762231111618	0.164326304371369
Stx8	3	0.448863636363636	0.177211481767335	0.198079593448259
Stxbp2	5	0.530890052356021	0.458336292531133	0.369229366369906
Stxbp3	6	0.516666666666667	0.158061111149051	0.119871701784815
Styk1	5	0.519272727272727	0.27902233995013	0.192571127726232
Sub1	1	0.302386117136659	0.109644808341021	0.0958675800223455
Sucla2	2	0.457744994731296	0.0593851390806511	0.0573562249687341
Suclg1	1	0.32094522019334	0.0811288388642052	0.0781737525928907
Suclg2	1	0.21256038647343	0.0701533233317454	0.066758625861308
Sugt1	2	0.431205673758865	0.11549064211265	0.0990709818314911
Sult1b1	3	0.479362267493357	0.0847712278227159	0.0906790908398763
Sult1d1	2	0.368241965973535	0.170284300964729	0.11381152941706
Sult2b1	6	0.585832801531589	0.295851985831405	0.267757673461104
Sumf1	2	0.468656716417911	0.491553525346097	0.385989224929968
Sumo1	1	0.431542056074766	0.762745700140456	0.676433889563958
Sumo3	1	0.418858560794045	0.147980449238087	0.130836809264584
Supv3l1	1	0.260869565217391	0.473207350512867	0.482433283509865
Surf1	1	0.396610169491525	1	1
Surf4	2	0.497363636363636	0.344413096902895	0.287308300840777
Susd2	6	0.796261682242991	0.365274554001389	0.210320541952574
Svil	5	0.523456790123457	0.496303463446721	0.428972043054209
Syap1	2	0.431872509960159	0.304795496629133	0.256213865976332
Syf2	5	0.520289855072464	0.866025403784438	0.866025403784438
Syncrip	1	0.3625	0.16073959613786	0.15496561385515
Syne2	3	0.48021978021978	0.437462687254366	0.371433530582113
Synpo	6	0.627586206896552	0.351596838373127	0.261506631809754
Taco1	2	0.445454545454545	0.291616078980226	0.22554884935039
Tagln	6	0.92	0.840944908919666	0.933012701892219
Tagln2	1	0.44908350305499	0.149359423352284	0.143586224533378
Taldo1	6	0.536876355748373	0.161955071229942	0.116671135637917
Tamm41	2	0.333333333333333	0.47902610320829	0.440758819686788
Taok3	6	0.545495495495495	0.127773200253062	0.113894180278536
Tap1	3	0.481366459627329	0.390889335679291	0.360374657380942
Tap2	4	0.451891891891892	0.164516156414042	0.156603924040058
Tapbp	3	0.481238938053097	0.114545746541571	0.106501268131274
Tapbpl	5	0.5	0.180240336304529	0.123610953471476
Tardbp	1	0.3775	0.139742558171151	0.15560414311968
Tars	1	0.327906976744186	0.146408836884286	0.144389657154063
Tars2	3	0.4	0.573382657957621	0.531891507792166
Tax1bp3	6	0.540978077571669	0.140743082635137	0.144025286038185
Tbc1d13	3	0.359203980099502	0.782462818174364	0.773260019637773
Tbc1d22a	5	0.528654970760234	0.84192432047855	1
Tbc1d23	5	0.530985915492958	1	1
Tbc1d30	6	0.521739130434783	1	1
Tbca	1	0.333211009174312	0.97767090063074	1
Tbcb	2	0.508530805687204	0.490653371814832	0.534591180018522
Tbcd	1	0.407317073170732	0.671634604998668	0.641102072504012
Tbl1xr1	3	0.475974025974026	0.96650635094611	1
Tbl2	4	0.419672131147541	0.143082963061483	0.133652095154094
Tbrg4	1	0.333834586466165	0.362972509108697	0.297848908762609
Tbx3	4	0.536948297604035	1	1
Tcea1	1	0.35819209039548	0.181908520408347	0.188317894403047
Tceb1	3	0.372881355932203	0.269579066728401	0.195265253261043
Tceb2	1	0.432600852738603	0.250345111058637	0.213923524769128
Tcerg1	1	0.378947368421053	0.678376703209172	0.645732358655565
Tcof1	1	0.183333333333333	0.208234032307108	0.127357800914877
Tcp1	1	0.197452229299363	0.0888206893354444	0.0746991382087762
Tdrd7	4	0.545454545454546	0.523418396673361	0.505081195346877
Tecr	1	0.252216748768473	0.354285223193593	0.378579479719708
Tep1	4	0.453950953678474	0.37844585530003	0.411246647698004
Tes	6	0.651207729468599	0.161635442052399	0.122669313429807
Tfam	1	0.308641975308642	0.317268235524229	0.261412853205202
Tfrc	1	0.163529411764706	0.217190795333417	0.234435480112576
Tgm2	1	0.31377245508982	0.0635714647985737	0.0489888087784057
Tgoln1	6	0.567034700315457	0.742830172580116	0.695864514722518
Thbs1	6	1	1	1
Thnsl2	2	0.375824175824176	0.526083774332589	0.517852463938969
Thoc1	3	0.357894736842105	0.973205080756888	1
Thoc2	1	0.466009852216749	0.909259403384363	1
Thoc5	1	0.40952380952381	0.8696708914917	1
Thoc6	1	0.326315789473684	0.160770395230904	0.121198901802833
Thop1	6	0.533333333333333	0.150244029791254	0.0950894273005134
Thrap3	1	0.2875	0.136698536475716	0.143735922695332
Tial1	2	0.412280701754386	0.272904422032555	0.138300091136418
Timm10	1	0.282608695652174	0.82311036278551	0.866025403784439
Timm13	1	0.337598944591029	0.526331198943423	0.44253691139552
Timm17b	1	0.374725274725275	0.234567882112354	0.170799063068096
Timm22	1	0.267716535433071	0.371196046438819	0.356416169870248
Timm44	1	0.274336283185841	0.0996669717576047	0.0819459791432368
Timm50	1	0.309677419354839	0.0540151954145441	0.0501372523394393
Timmdc1	1	0.38695652173913	0.97767090063074	1
Tiprl	2	0.391596638655462	0.676467544270664	0.652466530066498
Tjap1	5	0.5008	1	1
Tjp1	6	0.536633663366337	0.126001869608202	0.104774776981148
Tjp2	3	0.537560975609756	0.0684628533817817	0.0667202581956066
Tjp3	3	0.437668161434978	0.168573447681761	0.171885299132186
Tkt	6	0.509603760913365	0.0886293030491173	0.0898299388935771
Tln1	4	0.506586826347305	0.141627685500483	0.100411332912341
Tm6sf2	2	0.41010989010989	0.163631302322467	0.0798846380370116
Tm9sf1	3	0.436363636363636	0.137550866072059	0.108652578794237
Tm9sf2	2	0.452037617554859	0.174866432303266	0.185367076065237
Tm9sf3	1	0.389497206703911	0.116687083218066	0.107417439091
Tm9sf4	1	0.4096	0.207810408409076	0.19622679220572
Tmcc1	4	0.458968058968059	0.753015643281067	0.718232915926368
Tmco1	1	0.373814898419865	0.136557758731575	0.087355771673476
Tmed10	1	0.352066115702479	0.106556492832816	0.0866760958854792
Tmed2	1	0.375709421112372	0.356061044950751	0.367719330196845
Tmed4	2	0.417923186344239	0.112003700300485	0.0750731252806285
Tmed5	1	0.373913043478261	0.260258373873615	0.263137265283242
Tmed9	1	0.436363636363636	0.186660459447104	0.13193425667111
Tmem115	3	0.469117647058824	0.97767090063074	1
Tmem120a	2	0.412452543659833	0.324328466138701	0.301488621703283
Tmem126a	1	0.285207100591716	0.677611730260523	0.609372889627353
Tmem14c	1	0.283640836408364	0.183237979538544	0.159681227986197
Tmem165	3	0.497689768976898	0.96650635094611	1
Tmem19	2	0.426553672316384	0.404485342705045	0.346532812934071
Tmem205	1	0.273333333333333	0.382395239516409	0.376862280919626
Tmem214	5	0.563057324840764	0.190861880792277	0.164688725253272
Tmem236	4	0.491929133858268	0.245933825213199	0.133630054329541
Tmem253	2	0.413138686131387	0.363928279340942	0.381988254885056
Tmem258	1	0.27981220657277	0.95534180126148	1
Tmem30a	4	0.52008547008547	0.812542851204254	0.788496367493421
Tmem30b	3	0.466046511627907	0.127350476282464	0.101577908650282
Tmem33	3	0.481374321880651	0.558055395979007	0.513234342074828
Tmem41a	2	0.432156862745098	0.579074809448885	0.524646193279596
Tmem41b	3	0.469252077562327	0.246446098670601	0.212120304178085
Tmem43	6	0.907049608355091	1	1
Tmem45b	3	0.463110443275732	0.147114121516709	0.118267958372682
Tmf1	3	0.489967637540453	0.651690120262645	0.630172115251736
Tmod3	3	0.478927203065134	0.154479169916825	0.131330462601977
Tmpo	3	0.434408602150538	0.071734814658659	0.0701129275402525
Tmprss15	5	0.678923766816144	1	1
Tmprss4	6	0.561510353227771	0.158897425767709	0.0979409782846012
Tmsb4x	6	0.755574856150255	0.788226651380233	0.777397335700375
Tmtc3	1	0.364285714285714	0.365422647281927	0.28300976512169
Tmub1	2	0.454545454545454	0.973205080756888	1
Tmx1	2	0.42375	0.214143797879711	0.168992034716148
Tmx3	3	0.396923076923077	0.212919138294301	0.127886344201063
Tnik	1	0.407773851590106	0.735020687763069	0.708394144592434
Tnks1bp1	6	0.748235294117647	1	1
Tnpo1	6	0.518867924528302	0.136861422284225	0.145404422885144
Tnpo2	1	0.4	1	1
Tom1l2	3	0.538582677165354	0.305223364868562	0.249039389288912
Tomm20	1	0.25029702970297	0.176726452089562	0.14858893520053
Tomm22	1	0.283420593368237	0.389934428932871	0.34752307238184
Tomm34	3	0.489230769230769	0.409559383537698	0.364340179300255
Tomm40	1	0.160975609756098	0.100637524325452	0.0919985168233842
Tomm6	1	0.258426966292135	0.502629607936997	0.428869974298738
Tomm70a	2	0.322637362637363	0.174335287883577	0.150237465932013
Top1	4	0.48928046989721	0.106012417250951	0.0840478397784127
Top2a	1	0.444444444444445	0.635187272408801	0.653387424666991
Top2b	1	0.331666666666667	0.270018705247334	0.255628452048961
Tor1a	6	0.585057471264368	0.267761434996994	0.159472685951568
Tor1aip2	3	0.487026591458501	0.19682611513838	0.134521341621796
Tpd52	5	0.557533177205308	0.176257058198841	0.169862502943859
Tpd52l2	1	0.448571428571429	0.130165321940415	0.122227768363427
Tpi1	3	0.482456140350877	0.0971146145185169	0.0880090512176047
Tpm1	6	0.576741693461951	0.307216917574494	0.150137551750705
Tpm3	1	0.443358129649309	0.114311347550019	0.118153931253451
Tpm4	6	0.611206896551724	0.220147870587103	0.251486973371292
Tpp2	1	0.393023255813953	0.371132191677108	0.407349582515681
Tppp3	6	0.875833333333333	1	1
Tpr	1	0.351948051948052	0.193192684938357	0.153545370422394
Tprn	4	0.530947368421053	0.235663746084622	0.215553320427961
Tpt1	1	0.366862948851172	0.136028025229238	0.118212253168782
Tra2a	3	0.516355140186916	0.973205080756888	1
Tra2b	1	0.386279683377309	0.372694249711417	0.38340728784726
Trabd	1	0.41	0.20300786719959	0.171927200052276
Tradd	6	0.581203007518797	0.219329629165736	0.183929892865828
Tram1	1	0.413758389261745	1	1
Trap1	1	0.210169491525424	0.129491652369652	0.129043558613745
Trappc3	3	0.405228758169935	0.328900559009495	0.285314312815734
Trappc5	2	0.483615819209039	0.461588189448633	0.414446236746393
Treh	3	0.523783783783784	0.264930066272524	0.14787100778433
Trim12a	3	0.498064516129032	1	1
Trim14	1	0.288888888888889	0.560217290273279	0.476648327566581
Trim23	3	0.408695652173913	0.97767090063074	1
Trim25	6	0.720283687943263	0.191022169492651	0.196141106339689
Trim28	1	0.335135135135135	0.112548991676196	0.109281045349038
Trim31	2	0.406389776357828	0.0791734305282152	0.0781671153521443
Trip10	1	0.380645161290323	1	1
Trmt10c	1	0.191304347826087	0.510686116179465	0.362914901251676
Trmt112	1	0.376666666666667	0.837883051074898	0.868305283333895
Trmt1l	5	0.479041916167665	1	1
Trmu	4	0.42	0.97767090063074	1
Trpm4	4	0.498727735368957	0.198995885430047	0.169348162406681
Tsfm	1	0.212903225806452	0.210355912385932	0.141931393408674
Tsg101	2	0.437433155080214	0.299287570576778	0.290540765703893
Tsn	1	0.335483870967742	0.799665466932689	0.780170086692994
Tspan15	1	0.407142857142857	0.709167126046235	0.607591187230574
Tspan31	2	0.353225806451613	0.450042945724749	0.36086513929308
Tspan8	1	0.525378450578807	0.117826735287593	0.112604761057743
Tstd3	3	0.525	1	1
Ttc38	1	0.266666666666667	0.162584864195336	0.161804026276963
Ttll12	2	0.373684210526316	0.206859934676748	0.205791623145833
Tuba1c	6	0.627440633245383	0.282597174041095	0.222734887832838
Tuba4a	6	0.650883392226148	0.188532390103537	0.168792858615977
Tubal3	1	0.326771653543307	0.657372490340085	0.61745567881895
Tubb2a	6	0.966369047619048	0.97767090063074	1
Tubb2b	2	0.2	0.866025403784439	0.866025403784439
Tubb4b	5	0.54353782013103	0.141849704136949	0.14581954368624
Tubb5	1	0.442857142857143	0.107401696525583	0.111680241929907
Tufm	1	0.29453125	0.077699021962668	0.0787486409275004
Tvp23b	1	0.395073891625616	1	1
Twf1	1	0.3625	0.143254760927135	0.136645178956416
Txndc12	3	0.424	0.357476316333721	0.352104099332487
